ID: 406 | Code: AUTO_MM0RY5N9_OQTC | Name: 자기자본사업비 | Level: 2 | Desc: 기관이 보유한 자체 재원을 활용하여 창의적·독자적으로 수행하는 사업의 직접 운영 비용
ID: 428 | Code: EXP_02_02_12_1 | Name: 전문가 활용비 | Level: 4 | Desc: 
ID: 376 | Code: EXP_02_02_13 | Name: 장비유지관리비 | Level: 4 | Desc: 1. 장비 유지보수 2. 장비 운용 소모품 3. 폐기물 처리 4. 방사선 동위원소 관리
ID: 429 | Code: EXP_02_02_13_1 | Name: 장비유지관리비 | Level: 4 | Desc: 
ID: 379 | Code: EXP_02_02_14 | Name: 조사분석비 | Level: 4 | Desc: 1. 조사·강연·연구 등 용역 2. 신규사업 영향평가/타당성 검토용역
ID: 430 | Code: EXP_02_02_14_1 | Name: 조사분석비 | Level: 4 | Desc: 
ID: 382 | Code: EXP_02_02_15 | Name: 위탁용역비 | Level: 4 | Desc: 1. 대행사업 일부를 제3자 시행 2. 출자출연기관 고유(목적)사업 외부 위탁/대행 부담경비(기존 위탁관리비 혼재 → 위탁용역비로 통일)
ID: 431 | Code: EXP_02_02_15_1 | Name: 위탁용역비 | Level: 4 | Desc: 
ID: 384 | Code: EXP_02_02_16 | Name: 기업지원비 | Level: 4 | Desc: 1. 기업/민간에 대한 사업비 지원(선정평가를 통해 지원)
ID: 432 | Code: EXP_02_02_16_1 | Name: 기업지원비 | Level: 4 | Desc: 
ID: 386 | Code: EXP_02_02_17 | Name: 전출금 | Level: 4 | Desc: 1. 타기관(업) 전출금(확정 사업계획에 따라 참여기관(업) 지급)
ID: 433 | Code: EXP_02_02_17_1 | Name: 전출금 | Level: 4 | Desc: 
ID: 388 | Code: EXP_02_02_18 | Name: 시설비및부대비 | Level: 4 | Desc: 1. 용지조성(기본/실시설계, 시설비, 토지보상 등) 2. 토지매입 및 부대경비 3. 건물/구축물/기계장치 설치·조성 4. 자본적 수선 5. 공사감리 6. 취득/수선 부대경비 7. 직접공사 수용비·수수료 8. 행사장 시설/장치(1년 이상 사용 설치·구축)
ID: 434 | Code: EXP_02_02_18_1 | Name: 시설비및부대비 | Level: 4 | Desc: 
ID: 389 | Code: EXP_02_02_19 | Name: 연구수당 | Level: 4 | Desc: 1. 사업 참여인력 연구수당
ID: 435 | Code: EXP_02_02_19_1 | Name: 연구수당 | Level: 4 | Desc: 
ID: 390 | Code: EXP_02_02_20 | Name: 반환금 | Level: 4 | Desc: 1. 정산잔액 반환금
ID: 436 | Code: EXP_02_02_20_1 | Name: 반환금 | Level: 4 | Desc: 
ID: 391 | Code: EXP_02_02_21 | Name: 유지관리비 | Level: 4 | Desc: 1. 시설유지 경비(시설용역비, 유지보수료 등)
ID: 437 | Code: EXP_02_02_21_1 | Name: 유지관리비 | Level: 4 | Desc: 
ID: 392 | Code: EXP_02_02_22 | Name: 수도광열비 | Level: 4 | Desc: 1. 전기료, 가스료, 상하수도료 등
ID: 438 | Code: EXP_02_02_22_1 | Name: 수도광열비 | Level: 4 | Desc: 
ID: 393 | Code: EXP_02_02_23 | Name: 자산취득비 | Level: 4 | Desc: 1. 내용연수 1년 이상 목적사업 비품 구입비
ID: 439 | Code: EXP_02_02_23_1 | Name: 자산취득비 | Level: 4 | Desc: 내용연수가 1년 이상이고 취득가액이 일정 기준 이상인 토지, 건물, 기계장치 및 비품 등의 확보 비용
ID: 316 | Code: EXP_02_03 | Name: 간접사업비 | Level: 3 | Desc: 개별 사업의 원활한 수행을 측면 지원하기 위해 기관 전체적으로 소요되는 공통 관리 성격의 비용
ID: 327 | Code: EXP_02_03_01 | Name: 간접사업비 | Level: 4 | Desc: 1. 기관공통경비로 사용하는 협약서 상의 간접비
ID: 440 | Code: EXP_02_03_01_1 | Name: 간접사업비 | Level: 4 | Desc: 개별 사업의 원활한 수행을 측면 지원하기 위해 기관 전체적으로 소요되는 공통 관리 성격의 비용
ID: 415 | Code: EXP_02_03_1 | Name: 간접사업비 | Level: 3 | Desc: 개별 사업의 원활한 수행을 측면 지원하기 위해 기관 전체적으로 소요되는 공통 관리 성격의 비용
ID: 298 | Code: EXP_03 | Name: 자기자본사업 지출 | Level: 1 | Desc: 기관의 자기자본(자체재원)을 투입하여 수행하는 사업 관련 지출
ID: 308 | Code: EXP_03_01 | Name: 직접사업비 | Level: 3 | Desc: 사업 계획에 명시된 목표 달성을 위해 현장에서 직접적으로 소비되는 재료비, 인건비 및 용역비
ID: 328 | Code: EXP_03_01_01 | Name: 펀드조성출자금 | Level: 4 | Desc: 1. 펀드조성출자금
ID: 337 | Code: EXP_03_01_02 | Name: (사업명)현금출연금 | Level: 4 | Desc: 1. 수탁사업 법인 현금 출연금
ID: 300 | Code: EXP_04 | Name: 수익사업지출 | Level: 1 | Desc: 영리 또는 수익 창출을 목적으로 운영하는 사업의 제반 경비
ID: 309 | Code: EXP_04_01 | Name: 단지관리비 | Level: 3 | Desc: 
ID: 329 | Code: EXP_04_01_01 | Name: 시설관리비 | Level: 4 | Desc: 1. 시설관리용역비 2. 화장실/실험실 방향제 임대료 3. 시설 렌탈비(비데, 정수기 등)
ID: 338 | Code: EXP_04_01_02 | Name: 청소관리비 | Level: 4 | Desc: 1. 청소관리용역비 2. 위생 및 청소용품 구입비
ID: 344 | Code: EXP_04_01_03 | Name: 방범관리비 | Level: 4 | Desc: 1. 방범관리용역비
ID: 349 | Code: EXP_04_01_04 | Name: 조경관리비 | Level: 4 | Desc: 1. 녹화 관리작업비
ID: 353 | Code: EXP_04_01_05 | Name: 수선유지비 | Level: 4 | Desc: 1. 건물/기계장치 수선유지비(재료구입 포함) ※ 장비수선은 목적사업 '장비유지관리비'로 편성
ID: 356 | Code: EXP_04_01_06 | Name: 환경안전보건관리비 | Level: 4 | Desc: 1. 안전보건관리 대행수수료 2. 수변전설비 검사대행 3. 폐기물 처리(운반비 포함) 4. 안전보건 교육비 5. 안전보건 보험료 6. 상비약 구입비
ID: 359 | Code: EXP_04_01_07 | Name: 승강기유지비 | Level: 4 | Desc: 1. 승강기 유지보수비 및 검사비
ID: 362 | Code: EXP_04_01_08 | Name: 정보이용시스템유지비 | Level: 4 | Desc: 1. 인터넷 사용료 2. 전산장비 유지보수비 3. 클라우드 사용료 등
ID: 365 | Code: EXP_04_01_09 | Name: 전기료 | Level: 4 | Desc: 1. 전기요금
ID: 368 | Code: EXP_04_01_10 | Name: 도시가스료 | Level: 4 | Desc: 1. 도시가스요금
ID: 371 | Code: EXP_04_01_11 | Name: 상하수도료 | Level: 4 | Desc: 1. 상하수도요금
ID: 374 | Code: EXP_04_01_12 | Name: 음식물수거비 | Level: 4 | Desc: 1. 음식물 수거비용
ID: 377 | Code: EXP_04_01_13 | Name: 세금과공과(단지) | Level: 4 | Desc: 1. 건물/토지 재산세 2. 재산분 주민세 3. 종합부동산세 4. 기본재산 등록면허세 5. 간주임대료(부가가치세)
ID: 380 | Code: EXP_04_01_14 | Name: 보험료 | Level: 4 | Desc: 1. 재산 종합보험료(건물, 집기 등)
ID: 314 | Code: EXP_04_02 | Name: 자산취득비(수익) | Level: 3 | Desc: 
ID: 330 | Code: EXP_04_02_01 | Name: 건물 | Level: 4 | Desc: 1. 건물
ID: 339 | Code: EXP_04_02_02 | Name: 비품 | Level: 4 | Desc: 1. 비품
ID: 301 | Code: EXP_05 | Name: 사업외비용 | Level: 1 | Desc: 영업활동과 직접 관련 없이 발생하는 비용 및 예비비
ID: 310 | Code: EXP_05_01 | Name: 예비비 | Level: 2 | Desc: 1. 예비비
ID: 478 | Code: AUTO_MM0TEY5J_W5JR | Name: 전입금 | Level: 4 | Desc: 지방자치단체 일반회계 또는 특별회계로부터 기관의 운영이나 사업 지원을 위해 이전받는 자금
ID: 479 | Code: AUTO_MM0TTDT8_RHCU | Name: 이월금(전기) | Level: 3 | Desc: 
ID: 480 | Code: AUTO_MM0TTLY0_2A1L | Name: 이월금(차기) | Level: 3 | Desc: 
ID: 481 | Code: AUTO_MM0TUMGU_UKL8 | Name: 국비 | Level: 4 | Desc: 국가 예산 지침에 따라 중앙정부로부터 특정 사업의 수행을 목적으로 교부받는 국고보조금
ID: 482 | Code: AUTO_MM0TUQDD_M50X | Name: 도비 | Level: 4 | Desc: 광역지방자치단체(도)의 예산으로 편성되어 지역 내 사업 활성화를 위해 지원받는 보조금
ID: 483 | Code: AUTO_MM0TUTCR_5F10 | Name: 시비 | Level: 4 | Desc: 기초지방자치단체(시)의 자체 예산으로 편성되어 관할 구역 내 사업 추진을 위해 확보한 자금
ID: 484 | Code: AUTO_MM0TUWPL_BBI3 | Name: 기타 지차제 | Level: 4 | Desc: 
ID: 485 | Code: AUTO_MM0TV25L_CQMH | Name: 이월금 | Level: 4 | Desc: 
ID: 486 | Code: AUTO_MM0TV550_KDNW | Name: 이월금 | Level: 4 | Desc: 
ID: 451 | Code: INC_01 | Name: 사업수입 | Level: 1 | Desc: 기관의 주된 사업 활동(목적사업, 수익사업 등)을 통해 직접적으로 발생하는 모든 수입
ID: 455 | Code: INC_01_01 | Name: 재단운영수입 | Level: 2 | Desc: 지방자치단체 등으로부터 기관의 기초 체력 유지 및 운영 보조를 위해 교부받는 전입 수입
ID: 460 | Code: INC_01_01_01 | Name: 당해연도 | Level: 3 | Desc: 
ID: 459 | Code: INC_01_02 | Name: 목적사업수입 | Level: 2 | Desc: 국가, 지자체 또는 외부 기관으로부터 특정 사업을 위탁받아 수행하기 위해 확보하는 사업 예산
ID: 461 | Code: INC_01_02_01 | Name: 당해연도 | Level: 3 | Desc: 당해연도 지출할 예산
ID: 469 | Code: INC_01_02_01_01 | Name: 국비 | Level: 4 | Desc: 국가로부터 교부받은 예산
ID: 472 | Code: INC_01_02_01_02 | Name: 도비 | Level: 4 | Desc: 광역지방자치단체로부터 교부받은 예산
ID: 474 | Code: INC_01_02_01_03 | Name: 시(군)비 | Level: 4 | Desc: 기초지방자치단체로부터 교부받은 예산
ID: 476 | Code: INC_01_02_01_04 | Name: 민간 | Level: 4 | Desc: 그 외 민간으로부터 받은 예산
ID: 465 | Code: INC_01_02_02 | Name: 이월금 | Level: 3 | Desc: 차년도로 이월하여 집행할 예산
ID: 470 | Code: INC_01_02_02_01 | Name: 국비 | Level: 4 | Desc: 국가로부터 교부받은 예산
ID: 473 | Code: INC_01_02_02_02 | Name: 도비 | Level: 4 | Desc: 광역지방자치단체로부터 교부받은 예산
ID: 475 | Code: INC_01_02_02_03 | Name: 시(군)비 | Level: 4 | Desc: 기초지방자치단체로부터 교부받은 예산
ID: 477 | Code: INC_01_02_02_04 | Name: 민간 | Level: 4 | Desc: 그 외 민간으로부터 받은 예산
ID: 452 | Code: INC_02 | Name: 자기자본수입 | Level: 2 | Desc: 
ID: 456 | Code: INC_02_01 | Name: 재단출연금 | Level: 3 | Desc: 재단 자기자본을 투입하여 사업을 수행하기 위한 재단 출연금
ID: 453 | Code: INC_03 | Name: 수익사업수입 | Level: 2 | Desc: 
ID: 457 | Code: INC_03_00 | Name: 수익사업수입 | Level: 3 | Desc: 
ID: 462 | Code: INC_03_01 | Name: 임대료수입 | Level: 4 | Desc: 건물 임대료 수입
ID: 466 | Code: INC_03_02 | Name: 관리비수입 | Level: 4 | Desc: 건물 관리비 수입
ID: 467 | Code: INC_03_03 | Name: 이자수입 | Level: 4 | Desc: 사업비 이 외의 법인 금융 자산에 대한 이자수입
ID: 468 | Code: INC_03_04 | Name: 장비활용수입 | Level: 4 | Desc: 장비를 활용한 수입 금액(장비임대, 분석료 등)
ID: 454 | Code: INC_04 | Name: 사업외수입 | Level: 1 | Desc: 주된 사업 활동 이외의 금융 활동이나 일시적인 원인으로 발생하는 비경상적 수입
ID: 458 | Code: INC_04_00 | Name: 사업외수입 | Level: 2 | Desc: 
ID: 463 | Code: INC_04_01 | Name: 기타사업외수입 | Level: 3 | Desc: 
ID: 471 | Code: INC_04_01_01 | Name: 잡수익 | Level: 4 | Desc: 법인의 경상적인 영업활동 이외의 부수적인 활동에서 소액 또는 일시적으로 발생하는 기타 수입
